T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26
emotion,cohesion,adapt,,,,,,,,,,,,,,,,,,,,,,,
emotion,cohesion,consensus,plan,consensus,plan,plan,monitor,discuss,coregulate,consensus,discuss,consensus,emotion,discuss,discuss,consensus,,,,,,,,,
consensus,monitor,discuss,emotion,emotion,cohesion,consensus,plan,discuss,consensus,discuss,consensus,monitor,discuss,consensus,plan,plan,plan,plan,plan,consensus,consensus,consensus,coregulate,,
discuss,cohesion,consensus,,,,,,,,,,,,,,,,,,,,,,,
discuss,consensus,,,,,,,,,,,,,,,,,,,,,,,,
consensus,plan,plan,plan,monitor,plan,plan,plan,plan,emotion,,,,,,,,,,,,,,,,
discuss,consensus,emotion,plan,plan,consensus,plan,consensus,coregulate,discuss,,,,,,,,,,,,,,,,
consensus,plan,emotion,cohesion,consensus,plan,consensus,,,,,,,,,,,,,,,,,,,
monitor,consensus,emotion,consensus,coregulate,discuss,consensus,emotion,monitor,plan,plan,emotion,consensus,plan,monitor,consensus,discuss,consensus,consensus,monitor,plan,consensus,,,,
discuss,synthesis,plan,emotion,discuss,consensus,coregulate,plan,emotion,cohesion,consensus,plan,consensus,emotion,consensus,plan,plan,consensus,discuss,discuss,monitor,discuss,consensus,discuss,cohesion,
plan,plan,consensus,discuss,synthesis,adapt,consensus,consensus,cohesion,,,,,,,,,,,,,,,,,
cohesion,consensus,consensus,discuss,consensus,discuss,consensus,plan,plan,consensus,coregulate,consensus,consensus,emotion,cohesion,emotion,coregulate,discuss,synthesis,consensus,plan,cohesion,coregulate,plan,consensus,plan
emotion,consensus,coregulate,,,,,,,,,,,,,,,,,,,,,,,
monitor,consensus,plan,plan,emotion,consensus,coregulate,discuss,consensus,plan,plan,plan,consensus,,,,,,,,,,,,,
plan,cohesion,plan,cohesion,emotion,consensus,plan,emotion,monitor,emotion,plan,plan,consensus,discuss,,,,,,,,,,,,
monitor,coregulate,plan,plan,consensus,coregulate,discuss,consensus,coregulate,discuss,coregulate,consensus,coregulate,discuss,consensus,coregulate,,,,,,,,,,
plan,discuss,discuss,consensus,coregulate,monitor,discuss,consensus,emotion,cohesion,plan,consensus,plan,plan,monitor,emotion,cohesion,consensus,plan,discuss,consensus,plan,plan,plan,emotion,consensus
plan,coregulate,plan,consensus,discuss,,,,,,,,,,,,,,,,,,,,,
plan,coregulate,discuss,,,,,,,,,,,,,,,,,,,,,,,
consensus,discuss,adapt,consensus,discuss,cohesion,plan,coregulate,emotion,emotion,cohesion,plan,discuss,consensus,plan,plan,consensus,coregulate,consensus,plan,consensus,plan,consensus,coregulate,emotion,
coregulate,discuss,cohesion,consensus,plan,consensus,plan,plan,consensus,plan,plan,emotion,consensus,plan,plan,plan,emotion,consensus,coregulate,monitor,consensus,coregulate,emotion,,,
emotion,cohesion,discuss,synthesis,consensus,synthesis,discuss,emotion,emotion,consensus,,,,,,,,,,,,,,,,
discuss,consensus,plan,plan,consensus,discuss,consensus,plan,emotion,,,,,,,,,,,,,,,,,
discuss,consensus,,,,,,,,,,,,,,,,,,,,,,,,
discuss,consensus,discuss,cohesion,consensus,plan,plan,consensus,plan,consensus,plan,plan,plan,plan,emotion,cohesion,emotion,consensus,monitor,,,,,,,
plan,consensus,discuss,emotion,consensus,plan,consensus,plan,emotion,synthesis,consensus,,,,,,,,,,,,,,,
emotion,consensus,discuss,synthesis,adapt,,,,,,,,,,,,,,,,,,,,,
cohesion,discuss,consensus,discuss,discuss,emotion,coregulate,consensus,plan,plan,consensus,plan,emotion,consensus,discuss,emotion,cohesion,coregulate,consensus,consensus,,,,,,
cohesion,plan,consensus,coregulate,plan,plan,cohesion,plan,,,,,,,,,,,,,,,,,,
discuss,consensus,discuss,coregulate,,,,,,,,,,,,,,,,,,,,,,
consensus,discuss,synthesis,consensus,cohesion,consensus,plan,emotion,plan,monitor,plan,plan,consensus,discuss,consensus,plan,consensus,discuss,adapt,cohesion,consensus,,,,,
discuss,emotion,emotion,cohesion,consensus,plan,consensus,plan,monitor,cohesion,consensus,emotion,monitor,plan,emotion,cohesion,plan,emotion,cohesion,emotion,cohesion,monitor,discuss,consensus,consensus,
emotion,discuss,consensus,plan,plan,consensus,plan,discuss,coregulate,plan,monitor,consensus,plan,,,,,,,,,,,,,
consensus,plan,coregulate,plan,plan,consensus,coregulate,discuss,synthesis,consensus,coregulate,plan,plan,plan,coregulate,consensus,plan,consensus,,,,,,,,
plan,plan,plan,consensus,plan,consensus,plan,emotion,cohesion,consensus,plan,plan,emotion,consensus,emotion,cohesion,consensus,emotion,consensus,monitor,discuss,monitor,discuss,,,
discuss,consensus,plan,cohesion,consensus,plan,emotion,plan,monitor,discuss,emotion,discuss,consensus,discuss,discuss,discuss,discuss,emotion,coregulate,monitor,plan,consensus,discuss,synthesis,consensus,
consensus,coregulate,emotion,consensus,plan,consensus,coregulate,emotion,cohesion,coregulate,plan,plan,consensus,coregulate,consensus,,,,,,,,,,,
monitor,discuss,coregulate,discuss,discuss,discuss,synthesis,consensus,plan,consensus,plan,consensus,discuss,consensus,discuss,discuss,consensus,,,,,,,,,
monitor,discuss,cohesion,consensus,plan,,,,,,,,,,,,,,,,,,,,,
consensus,discuss,consensus,discuss,discuss,discuss,consensus,coregulate,cohesion,consensus,discuss,consensus,coregulate,discuss,synthesis,consensus,consensus,emotion,consensus,plan,,,,,,
coregulate,discuss,consensus,adapt,consensus,discuss,consensus,plan,emotion,cohesion,consensus,plan,emotion,discuss,consensus,consensus,,,,,,,,,,
adapt,emotion,cohesion,consensus,coregulate,consensus,discuss,discuss,consensus,coregulate,plan,coregulate,discuss,cohesion,coregulate,discuss,,,,,,,,,,
cohesion,consensus,,,,,,,,,,,,,,,,,,,,,,,,
discuss,consensus,coregulate,plan,emotion,consensus,monitor,synthesis,consensus,emotion,consensus,plan,consensus,plan,discuss,consensus,discuss,discuss,emotion,cohesion,,,,,,
consensus,coregulate,plan,consensus,cohesion,plan,consensus,discuss,discuss,consensus,plan,plan,plan,,,,,,,,,,,,,
monitor,plan,consensus,discuss,emotion,consensus,discuss,consensus,plan,consensus,discuss,adapt,cohesion,consensus,emotion,cohesion,consensus,plan,coregulate,discuss,consensus,plan,consensus,coregulate,plan,consensus
emotion,cohesion,,,,,,,,,,,,,,,,,,,,,,,,
emotion,plan,plan,plan,consensus,monitor,cohesion,,,,,,,,,,,,,,,,,,,
plan,consensus,coregulate,consensus,plan,emotion,consensus,discuss,discuss,consensus,coregulate,consensus,emotion,monitor,cohesion,consensus,discuss,consensus,emotion,plan,,,,,,
cohesion,consensus,plan,discuss,consensus,coregulate,synthesis,adapt,consensus,discuss,consensus,plan,plan,monitor,consensus,coregulate,cohesion,consensus,consensus,discuss,,,,,,
consensus,plan,consensus,emotion,cohesion,consensus,discuss,consensus,consensus,plan,discuss,consensus,plan,monitor,emotion,cohesion,coregulate,emotion,emotion,cohesion,consensus,discuss,,,,
emotion,emotion,plan,,,,,,,,,,,,,,,,,,,,,,,
consensus,coregulate,cohesion,consensus,plan,emotion,consensus,plan,consensus,emotion,cohesion,discuss,synthesis,plan,,,,,,,,,,,,
discuss,consensus,coregulate,consensus,discuss,consensus,,,,,,,,,,,,,,,,,,,,
discuss,coregulate,consensus,emotion,cohesion,emotion,discuss,synthesis,consensus,plan,consensus,consensus,emotion,plan,consensus,plan,plan,plan,consensus,consensus,plan,emotion,consensus,discuss,consensus,
emotion,emotion,coregulate,emotion,cohesion,consensus,monitor,plan,emotion,emotion,discuss,adapt,cohesion,consensus,plan,plan,consensus,emotion,,,,,,,,
emotion,cohesion,plan,discuss,consensus,plan,plan,emotion,discuss,consensus,coregulate,plan,plan,plan,emotion,discuss,emotion,consensus,monitor,plan,coregulate,discuss,discuss,consensus,emotion,consensus
consensus,plan,plan,consensus,coregulate,monitor,plan,consensus,coregulate,consensus,plan,monitor,discuss,synthesis,,,,,,,,,,,,
plan,consensus,coregulate,discuss,discuss,discuss,consensus,plan,monitor,coregulate,plan,coregulate,plan,monitor,discuss,adapt,consensus,,,,,,,,,
plan,plan,plan,plan,monitor,discuss,emotion,consensus,discuss,emotion,,,,,,,,,,,,,,,,
plan,monitor,,,,,,,,,,,,,,,,,,,,,,,,
plan,plan,consensus,plan,plan,plan,,,,,,,,,,,,,,,,,,,,
plan,consensus,plan,,,,,,,,,,,,,,,,,,,,,,,
consensus,plan,,,,,,,,,,,,,,,,,,,,,,,,
emotion,plan,plan,cohesion,,,,,,,,,,,,,,,,,,,,,,
plan,consensus,plan,consensus,consensus,plan,consensus,coregulate,coregulate,discuss,discuss,,,,,,,,,,,,,,,
cohesion,discuss,consensus,discuss,emotion,discuss,emotion,cohesion,cohesion,consensus,plan,emotion,cohesion,cohesion,consensus,discuss,consensus,consensus,plan,consensus,plan,consensus,coregulate,emotion,consensus,
cohesion,plan,emotion,plan,plan,emotion,coregulate,cohesion,consensus,discuss,discuss,synthesis,plan,consensus,emotion,discuss,discuss,consensus,plan,plan,monitor,plan,plan,consensus,coregulate,emotion
emotion,cohesion,,,,,,,,,,,,,,,,,,,,,,,,
monitor,plan,monitor,discuss,coregulate,cohesion,consensus,coregulate,monitor,consensus,plan,emotion,consensus,plan,emotion,discuss,coregulate,discuss,emotion,,,,,,,
discuss,consensus,discuss,synthesis,plan,consensus,coregulate,synthesis,,,,,,,,,,,,,,,,,,
consensus,emotion,,,,,,,,,,,,,,,,,,,,,,,,
synthesis,emotion,discuss,consensus,plan,monitor,discuss,discuss,consensus,plan,consensus,,,,,,,,,,,,,,,
emotion,consensus,consensus,discuss,consensus,plan,consensus,coregulate,discuss,monitor,consensus,coregulate,consensus,consensus,discuss,consensus,coregulate,emotion,plan,monitor,cohesion,consensus,plan,discuss,discuss,
cohesion,plan,consensus,coregulate,plan,monitor,cohesion,plan,emotion,plan,plan,plan,consensus,emotion,,,,,,,,,,,,
cohesion,consensus,plan,,,,,,,,,,,,,,,,,,,,,,,
adapt,cohesion,consensus,emotion,cohesion,monitor,emotion,plan,discuss,consensus,coregulate,,,,,,,,,,,,,,,
discuss,adapt,cohesion,cohesion,consensus,monitor,monitor,consensus,,,,,,,,,,,,,,,,,,
discuss,discuss,consensus,plan,consensus,plan,plan,consensus,discuss,monitor,emotion,,,,,,,,,,,,,,,
emotion,consensus,consensus,,,,,,,,,,,,,,,,,,,,,,,
cohesion,plan,plan,consensus,plan,monitor,discuss,cohesion,discuss,consensus,coregulate,,,,,,,,,,,,,,,
cohesion,discuss,synthesis,consensus,discuss,cohesion,coregulate,discuss,discuss,consensus,coregulate,emotion,plan,consensus,plan,synthesis,cohesion,consensus,plan,monitor,plan,cohesion,plan,plan,consensus,consensus
monitor,emotion,plan,emotion,consensus,coregulate,plan,monitor,plan,plan,emotion,discuss,,,,,,,,,,,,,,
consensus,discuss,consensus,consensus,discuss,discuss,consensus,coregulate,monitor,plan,plan,consensus,coregulate,monitor,adapt,cohesion,discuss,consensus,plan,plan,discuss,synthesis,discuss,,,
discuss,consensus,coregulate,plan,consensus,discuss,cohesion,consensus,discuss,discuss,consensus,plan,plan,emotion,cohesion,plan,plan,,,,,,,,,
monitor,discuss,discuss,,,,,,,,,,,,,,,,,,,,,,,
consensus,consensus,,,,,,,,,,,,,,,,,,,,,,,,
discuss,consensus,coregulate,monitor,emotion,consensus,plan,,,,,,,,,,,,,,,,,,,
discuss,discuss,discuss,coregulate,synthesis,consensus,plan,monitor,discuss,emotion,consensus,consensus,plan,consensus,plan,consensus,coregulate,plan,emotion,plan,discuss,coregulate,consensus,plan,plan,plan
consensus,plan,monitor,discuss,consensus,,,,,,,,,,,,,,,,,,,,,
discuss,synthesis,adapt,monitor,coregulate,emotion,synthesis,consensus,plan,discuss,,,,,,,,,,,,,,,,
emotion,consensus,coregulate,consensus,coregulate,consensus,coregulate,monitor,coregulate,discuss,consensus,emotion,consensus,cohesion,plan,plan,plan,emotion,plan,consensus,discuss,consensus,plan,plan,plan,consensus
cohesion,consensus,plan,plan,cohesion,consensus,cohesion,consensus,emotion,consensus,plan,plan,plan,,,,,,,,,,,,,
cohesion,consensus,plan,plan,plan,discuss,consensus,plan,plan,plan,monitor,discuss,discuss,emotion,emotion,consensus,plan,monitor,,,,,,,,
monitor,consensus,coregulate,,,,,,,,,,,,,,,,,,,,,,,
plan,plan,monitor,emotion,,,,,,,,,,,,,,,,,,,,,,
discuss,cohesion,consensus,plan,plan,plan,emotion,plan,consensus,plan,plan,plan,consensus,plan,consensus,discuss,consensus,plan,plan,,,,,,,
discuss,discuss,consensus,emotion,,,,,,,,,,,,,,,,,,,,,,
consensus,plan,monitor,discuss,consensus,discuss,discuss,consensus,consensus,plan,plan,consensus,consensus,plan,consensus,plan,plan,discuss,discuss,consensus,discuss,consensus,,,,
monitor,discuss,emotion,cohesion,consensus,discuss,cohesion,consensus,plan,consensus,discuss,emotion,consensus,plan,consensus,plan,consensus,,,,,,,,,
plan,plan,consensus,,,,,,,,,,,,,,,,,,,,,,,
emotion,consensus,discuss,adapt,cohesion,consensus,discuss,plan,consensus,plan,consensus,plan,emotion,cohesion,consensus,discuss,,,,,,,,,,
emotion,cohesion,consensus,plan,monitor,discuss,consensus,,,,,,,,,,,,,,,,,,,
consensus,plan,plan,plan,consensus,cohesion,coregulate,synthesis,plan,emotion,cohesion,consensus,plan,cohesion,consensus,plan,coregulate,plan,emotion,consensus,plan,emotion,consensus,,,
consensus,monitor,plan,emotion,consensus,plan,plan,consensus,coregulate,consensus,plan,plan,plan,consensus,emotion,plan,consensus,coregulate,monitor,discuss,consensus,,,,,
emotion,cohesion,consensus,plan,coregulate,plan,consensus,coregulate,emotion,cohesion,consensus,coregulate,plan,consensus,discuss,consensus,discuss,consensus,coregulate,,,,,,,
plan,plan,consensus,plan,discuss,consensus,coregulate,emotion,cohesion,plan,,,,,,,,,,,,,,,,
monitor,plan,plan,synthesis,consensus,plan,emotion,cohesion,coregulate,,,,,,,,,,,,,,,,,
discuss,consensus,discuss,coregulate,discuss,discuss,consensus,plan,plan,consensus,discuss,synthesis,plan,consensus,discuss,,,,,,,,,,,
emotion,cohesion,monitor,discuss,cohesion,emotion,,,,,,,,,,,,,,,,,,,,
monitor,coregulate,emotion,discuss,discuss,consensus,coregulate,plan,emotion,consensus,plan,emotion,emotion,discuss,consensus,consensus,emotion,consensus,,,,,,,,
discuss,consensus,plan,consensus,discuss,discuss,emotion,cohesion,,,,,,,,,,,,,,,,,,
plan,monitor,discuss,consensus,plan,consensus,plan,emotion,consensus,discuss,monitor,plan,plan,plan,emotion,coregulate,emotion,,,,,,,,,
plan,consensus,plan,plan,emotion,cohesion,cohesion,plan,,,,,,,,,,,,,,,,,,
consensus,consensus,discuss,emotion,consensus,plan,consensus,discuss,cohesion,coregulate,plan,,,,,,,,,,,,,,,
discuss,consensus,,,,,,,,,,,,,,,,,,,,,,,,
plan,plan,plan,plan,consensus,plan,discuss,consensus,plan,emotion,discuss,consensus,coregulate,emotion,cohesion,,,,,,,,,,,
discuss,consensus,plan,plan,emotion,discuss,consensus,coregulate,,,,,,,,,,,,,,,,,,
plan,consensus,consensus,plan,consensus,plan,plan,monitor,plan,consensus,plan,emotion,cohesion,consensus,plan,coregulate,emotion,discuss,cohesion,coregulate,plan,discuss,consensus,discuss,,
consensus,plan,emotion,cohesion,emotion,consensus,discuss,discuss,discuss,,,,,,,,,,,,,,,,,
consensus,plan,emotion,discuss,consensus,emotion,cohesion,emotion,monitor,discuss,synthesis,plan,monitor,plan,discuss,,,,,,,,,,,
plan,plan,plan,synthesis,consensus,plan,plan,plan,cohesion,emotion,discuss,cohesion,consensus,plan,consensus,discuss,discuss,consensus,plan,consensus,plan,plan,plan,,,
cohesion,coregulate,discuss,coregulate,emotion,cohesion,plan,cohesion,consensus,plan,consensus,coregulate,plan,consensus,emotion,discuss,synthesis,,,,,,,,,
discuss,consensus,coregulate,plan,discuss,synthesis,adapt,cohesion,discuss,consensus,plan,consensus,plan,monitor,cohesion,plan,emotion,discuss,consensus,cohesion,plan,plan,consensus,plan,plan,
cohesion,consensus,discuss,cohesion,consensus,plan,emotion,coregulate,monitor,discuss,discuss,coregulate,plan,consensus,coregulate,discuss,consensus,monitor,discuss,consensus,discuss,consensus,plan,plan,consensus,
consensus,adapt,consensus,plan,plan,monitor,plan,,,,,,,,,,,,,,,,,,,
emotion,consensus,plan,plan,plan,cohesion,consensus,discuss,consensus,consensus,discuss,consensus,plan,consensus,plan,monitor,,,,,,,,,,
monitor,consensus,plan,monitor,discuss,consensus,discuss,discuss,consensus,discuss,consensus,consensus,cohesion,emotion,,,,,,,,,,,,
cohesion,consensus,consensus,discuss,emotion,consensus,discuss,discuss,,,,,,,,,,,,,,,,,,
discuss,cohesion,cohesion,plan,emotion,monitor,discuss,consensus,coregulate,discuss,consensus,plan,plan,emotion,consensus,discuss,emotion,plan,emotion,cohesion,consensus,,,,,
consensus,coregulate,discuss,adapt,cohesion,consensus,coregulate,discuss,discuss,synthesis,plan,emotion,consensus,,,,,,,,,,,,,
consensus,plan,plan,monitor,consensus,consensus,coregulate,emotion,consensus,plan,consensus,discuss,synthesis,consensus,,,,,,,,,,,,
consensus,emotion,cohesion,plan,consensus,emotion,cohesion,cohesion,synthesis,consensus,plan,monitor,discuss,consensus,discuss,consensus,coregulate,discuss,consensus,discuss,consensus,coregulate,plan,consensus,plan,plan
monitor,plan,emotion,emotion,discuss,discuss,cohesion,consensus,monitor,plan,plan,emotion,consensus,coregulate,monitor,emotion,cohesion,emotion,discuss,consensus,monitor,consensus,,,,
cohesion,emotion,discuss,cohesion,consensus,discuss,discuss,discuss,emotion,cohesion,consensus,plan,coregulate,,,,,,,,,,,,,
plan,consensus,,,,,,,,,,,,,,,,,,,,,,,,
plan,consensus,plan,plan,adapt,cohesion,plan,emotion,consensus,consensus,synthesis,emotion,cohesion,emotion,consensus,consensus,coregulate,cohesion,consensus,coregulate,emotion,plan,monitor,emotion,synthesis,
emotion,cohesion,coregulate,emotion,,,,,,,,,,,,,,,,,,,,,,
monitor,consensus,synthesis,,,,,,,,,,,,,,,,,,,,,,,
plan,emotion,consensus,discuss,consensus,monitor,discuss,coregulate,discuss,discuss,consensus,discuss,,,,,,,,,,,,,,
monitor,plan,consensus,emotion,emotion,consensus,coregulate,plan,monitor,plan,,,,,,,,,,,,,,,,
plan,plan,discuss,coregulate,,,,,,,,,,,,,,,,,,,,,,
discuss,consensus,discuss,discuss,consensus,discuss,consensus,plan,consensus,coregulate,discuss,consensus,discuss,discuss,consensus,,,,,,,,,,,
emotion,consensus,monitor,,,,,,,,,,,,,,,,,,,,,,,
consensus,discuss,emotion,consensus,,,,,,,,,,,,,,,,,,,,,,
discuss,discuss,discuss,consensus,coregulate,plan,monitor,discuss,consensus,discuss,discuss,consensus,discuss,,,,,,,,,,,,,
consensus,plan,plan,plan,consensus,discuss,consensus,plan,consensus,emotion,cohesion,emotion,consensus,coregulate,cohesion,,,,,,,,,,,
discuss,emotion,cohesion,consensus,discuss,emotion,consensus,discuss,,,,,,,,,,,,,,,,,,
cohesion,coregulate,plan,consensus,discuss,emotion,discuss,consensus,discuss,discuss,consensus,plan,plan,plan,consensus,plan,monitor,,,,,,,,,
cohesion,plan,consensus,discuss,discuss,synthesis,consensus,monitor,consensus,emotion,emotion,cohesion,consensus,coregulate,discuss,discuss,consensus,discuss,cohesion,,,,,,,
discuss,synthesis,plan,emotion,cohesion,cohesion,coregulate,plan,cohesion,consensus,plan,emotion,plan,plan,plan,plan,plan,emotion,cohesion,consensus,emotion,cohesion,consensus,consensus,discuss,synthesis
cohesion,consensus,consensus,coregulate,emotion,discuss,consensus,plan,discuss,consensus,plan,consensus,plan,plan,plan,,,,,,,,,,,
consensus,monitor,discuss,consensus,monitor,coregulate,synthesis,consensus,plan,emotion,cohesion,emotion,discuss,discuss,discuss,synthesis,adapt,cohesion,consensus,plan,,,,,,
monitor,coregulate,plan,,,,,,,,,,,,,,,,,,,,,,,
consensus,cohesion,,,,,,,,,,,,,,,,,,,,,,,,
discuss,synthesis,coregulate,emotion,cohesion,emotion,cohesion,consensus,plan,consensus,,,,,,,,,,,,,,,,
monitor,coregulate,consensus,consensus,discuss,emotion,cohesion,consensus,monitor,plan,plan,monitor,discuss,consensus,plan,plan,cohesion,,,,,,,,,
